Angle_deg,Ideal_dB,Uncalibrated_dB,LS_Calibrated_dB,WLS_Calibrated_dB
54.0,-12.255719075704556,-20.417545473255586,-10.906958747111782,-10.848712898628229
54.45000000000002,-12.376467976879884,-20.776985378981742,-10.979601937445342,-10.920685336365656
54.900000000000006,-12.503792779473182,-21.136454686042725,-11.05768346718758,-10.99805999714025
55.349999999999994,-12.637634670682488,-21.491469352784982,-11.141068354818522,-11.080701609341219
55.80000000000001,-12.777943198952507,-21.836522285356367,-11.229627191819283,-11.168480416255553
56.25,-12.924676043402917,-22.165041935841234,-11.323235602657693,-11.261271640032543
56.70000000000002,-13.077798826268834,-22.469461371416422,-11.42177373802155,-11.358954978727795
57.150000000000006,-13.237284965893878,-22.741451699622452,-11.525125796657568,-11.461414131851694
57.599999999999994,-13.403115568274448,-22.972363826102825,-11.633179571639282,-11.568536350309133
58.05000000000001,-13.575279355568952,-23.15388691782646,-11.745826017285385,-11.680212007013814
58.5,-13.753772630371191,-23.278868170610828,-11.862958833295295,-11.796334184804483
58.95000000000002,-13.938599274906716,-23.34216125734177,-11.984474062967292,-11.916798278588692
59.400000000000006,-14.129770784652184,-23.341314910699698,-12.110269702624787,-12.041501608900301
59.849999999999994,-14.327306336207732,-23.276918511547265,-12.240245319605226,-12.170343044286687
60.30000000000001,-14.53123288957402,-23.152503963805515,-12.374301676368365,-12.303222630145292
60.75,-14.741585325307156,-22.97403296584722,-12.51234035846321,-12.440041221813345
61.20000000000002,-14.958406617349429,-22.749114592454738,-12.654263404259519,-12.58070011988329
61.650000000000006,-15.181748042667426,-22.48614810834567,-12.799972934505622,-12.725100705874318
62.099999999999994,-15.411669429177298,-22.193560793424307,-12.949370779923772,-12.873144076542095
62.55000000000001,-15.648239443805744,-21.87924025923668,-13.10235810520258,-13.024730675258965
63.0,-15.891535922929705,-21.550186122921417,-13.258835027896271,-13.179759919048827
63.45000000000002,-16.141646247865864,-21.21235369369741,-13.418700230899043,-13.338129820020379
63.900000000000006,-16.398667768549423,-20.87063877998974,-13.581850567332614,-13.499736600112408
64.35,-16.66270827905979,-20.528950968002647,-13.74818065687295,-13.664474298251903
64.80000000000001,-16.93388654922691,-20.19033238530679,-13.917582472751386,-13.83223436923233
65.25,-17.212332917199358,-19.85709187757007,-14.089944918903077,-14.002905273852974
65.70000000000002,-17.49818994858561,-19.530936170672597,-14.265153397006632,-14.176372060124145
66.15,-17.791613168608478,-19.213088314583192,-14.44308936346859,-14.352515935643282
66.6,-18.092771874659228,-18.904389473178473,-14.623629876761795,-14.531213831588994
67.05000000000001,-18.401850037720926,-18.605383546558237,-14.80664713593211,-14.712337959167963
67.5,-18.719047302380222,-18.31638590913872,-14.992008011551214,-14.895755359790373
67.95000000000002,-19.044580096588447,-18.037538321495987,-15.17957357091655,-15.081327450744833
68.4,-19.378682864007747,-17.768852260166824,-15.369198599889476,-15.268909568698955
68.85,-19.721609433729,-17.51024278987679,-15.560731124421679,-15.458350513968957
69.30000000000001,-20.073634544428728,-17.261554847553086,-15.7540119355481,-15.649492099180307
69.75,-20.435055542710007,-17.02258351282098,-15.94887412242283,-15.842168706681328
70.20000000000002,-20.80619427852651,-16.793089554806762,-16.145142618836502,-16.036206859867146
70.65,-21.187399224319293,-16.572811292072018,-16.342633769572675,-16.231424814414854
71.1,-21.57904784892572,-16.361473588467156,-16.541154923923575,-16.427632176309846
71.55000000000001,-21.981549282598827,-16.158794632043335,-16.740504064672038,-16.624629554438844
72.0,-22.395347315797185,-15.964491002871124,-16.940469481834327,-16.822208256416417
72.45000000000002,-22.82092378200192,-15.778281423490572,-17.14082950141058,-17.020150037164413
72.9,-23.25880238399307,-15.59988949755656,-17.34135228026831,-17.218226910543414
73.35,-23.70955303414718,-15.42904567335875,-17.541795679037158,-17.416201034994735
73.80000000000001,-24.17379679288856,-15.265488615299024,-17.741907225463518,-17.613824684639557
74.25,-24.652211506050364,-15.108966124821988,-17.94142418099218,-17.810840317536613
74.70000000000002,-25.14553826238724,-14.95923572007655,-18.140073723339945,-18.00698075276097
75.15,-25.65458881785135,-14.816064958653339,-18.33757325742049,-18.201969467560073
75.6,-26.180254164869424,-14.67923156844984,-18.533630866098832,-18.395521025008083
76.05000000000001,-26.723514464514537,-14.548523436789804,-18.72794591081915,-18.587341641246894
76.5,-27.285450609531495,-14.423738496372744,-18.920209790101296,-18.777129899521093
76.95000000000002,-27.86725774982678,-14.304684537687518,-19.11010686119259,-18.96457761574608
77.4,-28.470261193563992,-14.19117897060022,-19.297315526772774,-19.14937085727852
77.85,-29.09593520228009,-14.083048552462433,-19.481509484557584,-19.331191112902996
78.30000000000001,-29.745925335506765,-13.98012909593283,-19.662359132981962,-19.509716607856127
78.75,-30.422075180513332,-13.882265166486132,-19.839533120982033,-19.68462375308224
79.20000000000002,-31.126458541788086,-13.789309777092988,-20.01270002438741,-19.855588712987345
79.65,-31.86141848533125,-13.701124085628699,-20.1815301257999,-20.02228907092229
80.1,-32.62961506738207,-13.617577099080517,-20.345697269338995,-20.184405566716876
80.55000000000001,-33.43408417365937,-13.538545387477573,-20.504880756582935,-20.341623876069328
81.0,-34.278310724764964,-13.463912809587619,-20.658767245762284,-20.49363639776454
81.45000000000002,-35.166320673877316,-13.39357025175125,-20.807052613115356,-20.640144011848648
81.9,-36.102797900404674,-13.32741538071306,-20.949443733608817,-20.780857770306756
82.35,-37.09323454924461,-13.265352410923084,-21.085660138243256,-20.915500481719764
82.80000000000001,-38.14412699986979,-13.207291886494033,-21.21543550709806,-21.043808152990543
83.25,-39.263235164679855,-13.153150477788165,-21.338518961222178,-21.16553125461993
83.70000000000002,-40.45993138283127,-13.102850792455678,-21.454676122420096,-21.280435781162154
84.15,-41.74567883562346,-13.056321200640102,-21.563689917758225,-21.388304085266803
84.6,-43.13470184428374,-13.013495673996156,-21.66536111492689,-21.488935471866775
85.05000000000001,-44.644948520156944,-12.974313638122617,-21.7595085850224,-21.58214654824262
85.5,-46.299513529834584,-12.938719837991906,-21.845969300336524,-21.667771335427595
85.95000000000002,-48.12881304219068,-12.90666421595272,-21.924598085774893,-21.74566115620719
86.4,-50.17404608552531,-12.878101801890207,-21.99526715294961,-21.815684324262232
86.85,-52.492979382636605,-12.852992615145274,-22.05786545520958,-21.877725667278703
87.30000000000001,-55.17022172610899,-12.831301577819199,-22.11229790934074,-21.93168592360869
87.75,-58.33695078707045,-12.812998439119648,-22.158484534942865,-21.97748105691113
88.20000000000002,-62.212933162713774,-12.798057710438211,-22.196359565249203,-22.01504153582739
88.65,-67.21016235069841,-12.786458610886855,-22.225870583223447,-22.044311625983177
89.1,-74.2535865950043,-12.778185023059494,-22.246977734122076,-22.065248739420053
89.55000000000001,-86.29465181128859,-12.773225458825998,-22.25965306047479,-22.07782288204424
90.0,-324.2603828788486,-12.771573035007657,-22.263879997875087,-22.08201623306738
